,PER_cnt,PER_probs,LOC_cnt,LOC_probs,ORG_cnt,ORG_probs,O_cnt,O_probs
53,0,0.0,0,0.0,0,0.0,33,0.9985815918806827
54,0,0.0,0,0.0,0,0.0,32,0.9980259407311678
55,4,0.9748704731464386,0,0.0,4,0.9938056468963623,39,0.9994956040993715
56,0,0.0,0,0.0,0,0.0,29,0.9995455556902392
57,0,0.0,0,0.0,0,0.0,9,0.9988340338071188
58,0,0.0,0,0.0,1,0.9948248863220215,13,0.9993649446047269
59,0,0.0,0,0.0,0,0.0,17,0.9987172028597664
60,0,0.0,0,0.0,0,0.0,23,0.9993578843448473
61,1,0.9276105165481567,0,0.0,3,0.9674255649248759,69,0.9985975027084351
62,0,0.0,0,0.0,0,0.0,21,0.9983868258340018
63,1,0.9956597685813904,0,0.0,0,0.0,40,0.9996784090995788
64,0,0.0,0,0.0,0,0.0,23,0.9990895209105118
65,3,0.9819609721501669,0,0.0,2,0.9733060896396637,22,0.9994848235086962
66,0,0.0,0,0.0,0,0.0,35,0.9994117225919451
67,0,0.0,0,0.0,0,0.0,14,0.8495621021304812
68,2,0.9901426136493683,0,0.0,0,0.0,22,0.9945224659009413
69,0,0.0,0,0.0,0,0.0,35,0.9977949976921081
70,5,0.9671978950500488,1,0.9960982799530029,0,0.0,33,0.9989447665937019
71,0,0.0,0,0.0,0,0.0,17,0.9992925279280719
72,0,0.0,0,0.0,5,0.9863199353218078,15,0.9994484146436056
73,0,0.0,0,0.0,0,0.0,37,0.9988332374675853
74,5,0.9821644186973572,0,0.0,0,0.0,8,0.9892722815275192
75,2,0.9769116640090942,0,0.0,0,0.0,9,0.9935393333435059
76,1,0.9934311509132385,1,0.986660361289978,0,0.0,37,0.9884583643964819
77,4,0.9867962598800659,0,0.0,0,0.0,46,0.9979004328665526
78,2,0.9846434593200684,0,0.0,0,0.0,20,0.9994557917118072
79,1,0.9920032024383545,2,0.9941759705543518,0,0.0,32,0.9992066957056522
80,0,0.0,1,0.9648404121398926,0,0.0,64,0.9965367894619703
81,4,0.9812221676111221,0,0.0,0,0.0,60,0.9993646730979283
82,2,0.9628534913063049,0,0.0,0,0.0,36,0.9988975160651736
83,0,0.0,0,0.0,0,0.0,11,0.9976184097203341
84,2,0.9842250645160675,0,0.0,1,0.8159394264221191,26,0.9931608278017777
85,4,0.974193662405014,0,0.0,0,0.0,42,0.9994170183227176
86,3,0.97831791639328,3,0.8443792462348938,0,0.0,23,0.9973920557809912
87,0,0.0,2,0.992455929517746,0,0.0,34,0.9983019443119273
88,1,0.9131470322608948,0,0.0,0,0.0,19,0.9994707515365199
89,0,0.0,0,0.0,0,0.0,4,0.9994942545890808
90,0,0.0,0,0.0,2,0.9581818580627441,31,0.995111350090273
91,1,0.9926100373268127,0,0.0,0,0.0,35,0.9988735709871565
92,1,0.9872370958328247,0,0.0,0,0.0,15,0.9980582475662232
93,1,0.9702299237251282,0,0.0,0,0.0,24,0.9995515445868174
94,1,0.9823668003082275,0,0.0,0,0.0,66,0.9984151161078251
95,2,0.9814390540122986,0,0.0,0,0.0,28,0.9995485842227936
96,5,0.9837404608726501,4,0.9841731637716293,0,0.0,44,0.999262966892936
97,0,0.0,2,0.9838664829730988,0,0.0,43,0.9904275993968166
98,0,0.0,0,0.0,0,0.0,33,0.9994955062866211
99,6,0.9551475048065186,0,0.0,0,0.0,59,0.9981168730784271
