input	output	language
Ka yi haƙuri .	Ka_O yi_O haƙuri_O ._O	hau
Faransa da Birtaniya ne kawai suka goyi bayan shawarar Fischler .	Faransa_B-LOC da_O Birtaniya_B-LOC ne_O kawai_O suka_O goyi_O bayan_O shawarar_O Fischler_B-PER ._O	hau
Kwamitocin likitocin dabbobi na EU da na fannoni daban-daban za su sake nazarin batun a farkon watan gobe kuma su bayar da shawarwari ga manyan jami 'an likitocin dabbobi .	Kwamitocin_O likitocin_O dabbobi_O na_O EU_B-ORG da_O na_O fannoni_O daban-daban_O za_O su_O sake_O nazarin_O batun_O a_O farkon_O watan_O gobe_O kuma_O su_O bayar_O da_O shawarwari_O ga_O manyan_O jami_O 'an_O likitocin_O dabbobi_O ._O	hau
Tun da daɗewa an san tumaki suna kamuwa da cutar scrapie , cutar da ke lalata kwakwalwa mai kama da BSE wanda aka yi imanin cewa an canja shi zuwa shanu ta hanyar abincin da ke dauke da sharar dabbobi .	Tun_O da_O daɗewa_O an_O san_O tumaki_O suna_O kamuwa_O da_O cutar_O scrapie_O ,_O cutar_O da_O ke_O lalata_O kwakwalwa_O mai_O kama_O da_O BSE_O wanda_O aka_O yi_O imanin_O cewa_O an_O canja_O shi_O zuwa_O shanu_O ta_O hanyar_O abincin_O da_O ke_O dauke_O da_O sharar_O dabbobi_O ._O	hau
Manoman Burtaniya a ranar Alhamis sun musanta cewa akwai hadari ga lafiyar mutane daga tumakin su , amma sun nuna damuwa cewa shawarar da gwamnatin Jamus ta baiwa masu amfani da ita don kauce wa ragon Burtaniya na iya yin tasiri ga masu amfani a duk Turai .	Manoman_O Burtaniya_O a_O ranar_O Alhamis_O sun_O musanta_O cewa_O akwai_O hadari_O ga_O lafiyar_O mutane_O daga_O tumakin_O su_O ,_O amma_O sun_O nuna_O damuwa_O cewa_O shawarar_O da_O gwamnatin_O Jamus_O ta_O baiwa_O masu_O amfani_O da_O ita_O don_O kauce_O wa_O ragon_O Burtaniya_O na_O iya_O yin_O tasiri_O ga_O masu_O amfani_O a_O duk_O Turai_B-LOC ._O	hau
" Abin da ya kamata mu yi taka tsantsan shi ne yadda wasu kasashe za su dauki jagorancin Jamus , " in ji shugaban kungiyar manoma ta Wales ( NFU ) John Lloyd Jones a gidan rediyon BBC .	"_O Abin_O da_O ya_O kamata_O mu_O yi_O taka_O tsantsan_O shi_O ne_O yadda_O wasu_O kasashe_O za_O su_O dauki_O jagorancin_O Jamus_B-LOC ,_O "_O in_O ji_O shugaban_O kungiyar_B-ORG manoma_I-ORG ta_I-ORG Wales_I-ORG (_O NFU_B-ORG )_O John_B-PER Lloyd_I-PER Jones_I-PER a_O gidan_B-ORG rediyon_I-ORG BBC_I-ORG ._O	hau
Bonn ya jagoranci kokarin kare lafiyar jama 'a bayan amincewar masu amfani da shi ya rushe a watan Maris bayan da wani rahoto na Birtaniya ya nuna cewa mutane na iya kamuwa da cutar da ke kama da cutar mad cow ta hanyar cin nama mai guba .	Bonn_B-LOC ya_O jagoranci_O kokarin_O kare_O lafiyar_O jama_O 'a_O bayan_O amincewar_O masu_O amfani_O da_O shi_O ya_O rushe_O a_O watan_O Maris_O bayan_O da_O wani_O rahoto_O na_O Birtaniya_O ya_O nuna_O cewa_O mutane_O na_O iya_O kamuwa_O da_O cutar_O da_O ke_O kama_O da_O cutar_O mad_O cow_O ta_O hanyar_O cin_O nama_O mai_O guba_O ._O	hau
Jamus ta shigo da tumaki 47,600 daga Burtaniya a bara , kusan rabin jimillar shigo da kaya .	Jamus_B-LOC ta_O shigo_O da_O tumaki_O 47,600_O daga_O Burtaniya_B-LOC a_O bara_O ,_O kusan_O rabin_O jimillar_O shigo_O da_O kaya_O ._O	hau
Ya shigo da tan 4,275 na naman tumaki na Burtaniya , kimanin kashi 10 cikin 100 na yawan shigo da kayayyaki .	Ya_O shigo_O da_O tan_O 4,275_O na_O naman_O tumaki_O na_O Burtaniya_O ,_O kimanin_O kashi_O 10_O cikin_O 100_O na_O yawan_O shigo_O da_O kayayyaki_O ._O	hau
Rare Hendrix song daftarin sayar da kusan $ 17,000 .	Rare_O Hendrix_B-PER song_O daftarin_O sayar_O da_O kusan_O $_O 17,000_O ._O	hau
An sayar da wani daftarin rubuce-rubuce na farko na waƙar da jarumin mawaƙin Amurka Jimi Hendrix ya yi da kusan $ 17,000 a ranar Alhamis a wani gwanjo na wasu daga cikin abubuwan da mawaƙin ya fi so .	An_O sayar_O da_O wani_O daftarin_O rubuce-rubuce_O na_O farko_O na_O waƙar_O da_O jarumin_O mawaƙin_O Amurka_B-LOC Jimi_B-PER Hendrix_I-PER ya_O yi_O da_O kusan_O $_O 17,000_O a_O ranar_O Alhamis_O a_O wani_O gwanjo_O na_O wasu_O daga_O cikin_O abubuwan_O da_O mawaƙin_O ya_O fi_O so_O ._O	hau
Wani gidan cin abinci na Florida ya biya fam 10,925 ( dala 16,935 ) don rubutun " Ain 't no telling " , wanda Hendrix ya rubuta a kan wani ɗakin ajiyar otel na London a ƙarshen 1966 .	Wani_O gidan_O cin_O abinci_O na_O Florida_B-LOC ya_O biya_O fam_O 10,925_O (_O dala_O 16,935_O )_O don_O rubutun_O "_O Ain_O 't_O no_O telling_O "_O ,_O wanda_O Hendrix_B-PER ya_O rubuta_O a_O kan_O wani_O ɗakin_O ajiyar_O otel_O na_O London_B-LOC a_O ƙarshen_O 1966_O ._O	hau
A karshen wani wasan kwaikwayo na Janairu 1967 a birnin Nottingham na Ingila ya jefa takarda a cikin masu sauraro , inda wani fan ya dawo da shi .	A_O karshen_O wani_O wasan_O kwaikwayo_O na_O Janairu_O 1967_O a_O birnin_O Nottingham_B-LOC na_O Ingila_O ya_O jefa_O takarda_O a_O cikin_O masu_O sauraro_O ,_O inda_O wani_O fan_O ya_O dawo_O da_O shi_O ._O	hau
Masu sayen sun kuma sayi wasu abubuwa 16 da tsohon budurwar Hendrix Kathy Etchingham , wacce ta zauna tare da shi daga 1966 zuwa 1969 ta yi gwanjo .	Masu_O sayen_O sun_O kuma_O sayi_O wasu_O abubuwa_O 16_O da_O tsohon_O budurwar_O Hendrix_B-PER Kathy_B-PER Etchingham_I-PER ,_O wacce_O ta_O zauna_O tare_O da_O shi_O daga_O 1966_O zuwa_O 1969_O ta_O yi_O gwanjo_O ._O	hau
Sun hada da akwatin laka mai launin fata da mahaifiyar lu 'u-lu 'u wanda Hendrix ya yi amfani da shi don adana magungunansa , wanda wani mai sayen Australiya wanda ba a san shi ba ya sayi fam 5,060 ( dala 7,845 ) .	Sun_O hada_O da_O akwatin_O laka_O mai_O launin_O fata_O da_O mahaifiyar_O lu_O 'u-lu_O 'u_O wanda_O Hendrix_B-PER ya_O yi_O amfani_O da_O shi_O don_O adana_O magungunansa_O ,_O wanda_O wani_O mai_O sayen_O Australiya_O wanda_O ba_O a_O san_O shi_O ba_O ya_O sayi_O fam_O 5,060_O (_O dala_O 7,845_O )_O ._O	hau
Gitarist din ya mutu ne sakamakon shan miyagun kwayoyi a shekarar 1970 yana da shekara 27 .	Gitarist_O din_O ya_O mutu_O ne_O sakamakon_O shan_O miyagun_O kwayoyi_O a_O shekarar_O 1970_O yana_O da_O shekara_O 27_O ._O	hau
China ta ce Taiwan tana lalata yanayin tattaunawa .	China_B-LOC ta_O ce_O Taiwan_B-LOC tana_O lalata_O yanayin_O tattaunawa_O ._O	hau
BEIJING 1996-08-22 Ƙungiyar Ƙasa ta Duniya	BEIJING_B-LOC 1996-08-22_O Ƙungiyar_O Ƙasa_O ta_O Duniya_O	hau
China a ranar Alhamis ta zargi Taipei da lalata yanayi don ci gaba da tattaunawa a fadin Taiwan Strait tare da ziyarar da Mataimakin Shugaban Taiwan Lien Chan ya kai Ukraine a wannan makon wanda ya fusata Beijing .	China_B-LOC a_O ranar_O Alhamis_O ta_O zargi_O Taipei_B-LOC da_O lalata_O yanayi_O don_O ci_O gaba_O da_O tattaunawa_O a_O fadin_O Taiwan_B-LOC Strait_I-LOC tare_O da_O ziyarar_O da_O Mataimakin_O Shugaban_O Taiwan_O Lien_B-PER Chan_I-PER ya_O kai_O Ukraine_B-LOC a_O wannan_O makon_O wanda_O ya_O fusata_O Beijing_B-LOC ._O	hau
Kafofin yada labaran kasar sun nakalto babban dan tattaunawar kasar Sin da Taipei , Tang Shubei , yana fadawa wata kungiya ta ziyarar daga Taiwan a ranar Laraba cewa lokaci ya yi da abokan hamayyar za su gudanar da tattaunawar siyasa .	Kafofin_O yada_O labaran_O kasar_O sun_O nakalto_O babban_O dan_O tattaunawar_O kasar_B-LOC Sin_I-LOC da_O Taipei_B-LOC ,_O Tang_B-PER Shubei_I-PER ,_O yana_O fadawa_O wata_O kungiya_O ta_O ziyarar_O daga_O Taiwan_B-LOC a_O ranar_O Laraba_O cewa_O lokaci_O ya_O yi_O da_O abokan_O hamayyar_O za_O su_O gudanar_O da_O tattaunawar_O siyasa_O ._O	hau
" Yanzu ne lokacin da bangarorin biyu za su shiga tattaunawa ta siyasa ...	"_O Yanzu_O ne_O lokacin_O da_O bangarorin_O biyu_O za_O su_O shiga_O tattaunawa_O ta_O siyasa_O ..._O	hau
Wannan shi ne kawo karshen halin da ake ciki na tashin hankali , " Alhamis na kasashen waje na Daily Daily ya ruwaito Tang yana cewa .	Wannan_O shi_O ne_O kawo_O karshen_O halin_O da_O ake_O ciki_O na_O tashin_O hankali_O ,_O "_O Alhamis_O na_O kasashen_O waje_O na_O Daily_B-ORG Daily_I-ORG ya_O ruwaito_O Tang_B-PER yana_O cewa_O ._O	hau
Kasar Sin , wacce ta dade tana adawa da duk wani kokarin da Taipei ke yi na samun karbuwa a duniya , ta fusata da ziyarar da mataimakin shugaban kasar Taiwan Lien ya kai kasar Ukraine a wannan makon .	Kasar_B-LOC Sin_I-LOC ,_O wacce_O ta_O dade_O tana_O adawa_O da_O duk_O wani_O kokarin_O da_O Taipei_B-LOC ke_O yi_O na_O samun_O karbuwa_O a_O duniya_O ,_O ta_O fusata_O da_O ziyarar_O da_O mataimakin_O shugaban_O kasar_O Taiwan_O Lien_B-PER ya_O kai_O kasar_O Ukraine_B-LOC a_O wannan_O makon_O ._O	hau
Kasar Sin ta ce lokaci ya yi da za a tattauna da Taiwan .	Kasar_B-LOC Sin_I-LOC ta_O ce_O lokaci_O ya_O yi_O da_O za_O a_O tattauna_O da_O Taiwan_B-LOC ._O	hau
BEIJING 1996-08-22 Ƙungiyar Ƙasa ta Duniya	BEIJING_B-LOC 1996-08-22_O Ƙungiyar_O Ƙasa_O ta_O Duniya_O	hau
Kasar Sin ta ce lokaci ya yi da za a fara tattaunawar siyasa da Taiwan kuma tsibirin da ke hamayya da ita ya kamata ya dauki matakai masu amfani don cimma wannan burin .	Kasar_B-LOC Sin_I-LOC ta_O ce_O lokaci_O ya_O yi_O da_O za_O a_O fara_O tattaunawar_O siyasa_O da_O Taiwan_B-LOC kuma_O tsibirin_O da_O ke_O hamayya_O da_O ita_O ya_O kamata_O ya_O dauki_O matakai_O masu_O amfani_O don_O cimma_O wannan_O burin_O ._O	hau
Ya kamata a gudanar da shawarwari don tsara lokaci da tsarin tattaunawar , in ji kamfanin dillancin labarai na Xinhua wanda ya nakalto Tang Shubei , mataimakin shugaban zartarwa na Association for Relations Across the Taiwan Straits , kamar yadda ya fada a daren ranar Laraba .	Ya_O kamata_O a_O gudanar_O da_O shawarwari_O don_O tsara_O lokaci_O da_O tsarin_O tattaunawar_O ,_O in_O ji_O kamfanin_O dillancin_O labarai_O na_O Xinhua_B-ORG wanda_O ya_O nakalto_O Tang_B-PER Shubei_I-PER ,_O mataimakin_O shugaban_O zartarwa_O na_O Association_B-ORG for_I-ORG Relations_I-ORG Across_I-ORG the_I-ORG Taiwan_I-ORG Straits_I-ORG ,_O kamar_O yadda_O ya_O fada_O a_O daren_O ranar_O Laraba_O ._O	hau
Jirgin da aka yi rajista a Jamus a watan Yuli ya karu da kashi 14.2 a shekara .	Jirgin_O da_O aka_O yi_O rajista_O a_O Jamus_O a_O watan_O Yuli_O ya_O karu_O da_O kashi_O 14.2_O a_O shekara_O ._O	hau
FRANKFURT 22 ga watan Agusta 1996	FRANKFURT_B-LOC 22_O ga_O watan_O Agusta_O 1996_O	hau
Rajistar motoci na farko da aka yi a Jamus ya tashi da kashi 14.2 cikin dari a watan Yulin bana daga shekarar da ta gabata , in ji ofishin kula da motoci na tarayya a ranar Alhamis .	Rajistar_O motoci_O na_O farko_O da_O aka_O yi_O a_O Jamus_O ya_O tashi_O da_O kashi_O 14.2_O cikin_O dari_O a_O watan_O Yulin_O bana_O daga_O shekarar_O da_O ta_O gabata_O ,_O in_O ji_O ofishin_B-ORG kula_I-ORG da_I-ORG motoci_I-ORG na_I-ORG tarayya_I-ORG a_O ranar_O Alhamis_O ._O	hau
Ofishin ya ce an yi rajistar sabbin motoci 356,725 a watan Yulin 1996 - motocin fasinjoji 304,850 da manyan motoci 15,613 .	Ofishin_O ya_O ce_O an_O yi_O rajistar_O sabbin_O motoci_O 356,725_O a_O watan_O Yulin_O 1996_O -_O motocin_O fasinjoji_O 304,850_O da_O manyan_O motoci_O 15,613_O ._O	hau
Alkaluman sun nuna karuwar kashi 13.6 cikin dari na motocin fasinja da raguwar kashi 2.2 cikin dari na manyan motoci daga watan Yulin 1995 .	Alkaluman_O sun_O nuna_O karuwar_O kashi_O 13.6_O cikin_O dari_O na_O motocin_O fasinja_O da_O raguwar_O kashi_O 2.2_O cikin_O dari_O na_O manyan_O motoci_O daga_O watan_O Yulin_O 1995_O ._O	hau
Rajistar babura ta tashi da kashi 32.7 cikin dari a wannan lokacin .	Rajistar_O babura_O ta_O tashi_O da_O kashi_O 32.7_O cikin_O dari_O a_O wannan_O lokacin_O ._O	hau
Ci gaban ya kasance wani bangare ne saboda karuwar adadin Jamusawa da ke sayen motocin Jamus a kasashen waje , yayin da masana 'antun suka ce bukatar cikin gida ta yi rauni , in ji ofishin tarayya .	Ci_O gaban_O ya_O kasance_O wani_O bangare_O ne_O saboda_O karuwar_O adadin_O Jamusawa_O da_O ke_O sayen_O motocin_O Jamus_O a_O kasashen_O waje_O ,_O yayin_O da_O masana_O 'antun_O suka_O ce_O bukatar_O cikin_O gida_O ta_O yi_O rauni_O ,_O in_O ji_O ofishin_O tarayya_O ._O	hau
Kusan dukkanin masana 'antun kera motoci na Jamus sun sami ci gaba a cikin lambobin rajista a cikin lokacin .	Kusan_O dukkanin_O masana_O 'antun_O kera_O motoci_O na_O Jamus_O sun_O sami_O ci_O gaba_O a_O cikin_O lambobin_O rajista_O a_O cikin_O lokacin_O ._O	hau
Kamfanin Volkswagen AG ya lashe rajista 77,719 , dan kadan fiye da kashi hudu na duka .	Kamfanin_B-ORG Volkswagen_I-ORG AG_I-ORG ya_O lashe_O rajista_O 77,719_O ,_O dan_O kadan_O fiye_O da_O kashi_O hudu_O na_O duka_O ._O	hau
Opel AG tare da General Motors sun zo na biyu tare da rajista 49,269 , kashi 16.4 na jimillar adadi .	Opel_B-ORG AG_I-ORG tare_O da_O General_B-ORG Motors_I-ORG sun_O zo_O na_O biyu_O tare_O da_O rajista_O 49,269_O ,_O kashi_O 16.4_O na_O jimillar_O adadi_O ._O	hau
Na uku shi ne Ford tare da rajista 35,563 , ko kashi 11.7 .	Na_O uku_O shi_O ne_O Ford_B-ORG tare_O da_O rajista_O 35,563_O ,_O ko_O kashi_O 11.7_O ._O	hau
Seat da Porsche ne kawai suka samu karancin rajista a watan Yulin 1996 idan aka kwatanta da watan Yulin bara .	Seat_B-ORG da_O Porsche_B-ORG ne_O kawai_O suka_O samu_O karancin_O rajista_O a_O watan_O Yulin_O 1996_O idan_O aka_O kwatanta_O da_O watan_O Yulin_O bara_O ._O	hau
Seat ya yi rajista 3,420 idan aka kwatanta da rajista 5522 a watan Yulin shekarar da ta gabata .	Seat_B-ORG ya_O yi_O rajista_O 3,420_O idan_O aka_O kwatanta_O da_O rajista_O 5522_O a_O watan_O Yulin_O shekarar_O da_O ta_O gabata_O ._O	hau
Lambobin Porsche sun sauka zuwa 554 daga 643 .	Lambobin_O Porsche_B-ORG sun_O sauka_O zuwa_O 554_O daga_O 643_O ._O	hau
'Yan gurguzu na Girka sun ba da haske mai haske ga Firayim Minista don Zabe .	'Yan_O gurguzu_O na_O Girka_O sun_O ba_O da_O haske_O mai_O haske_O ga_O Firayim_O Minista_O don_O Zabe_O ._O	hau
ATHENS 1996-08-22 Ƙungiyar Ƙungiya ta Ƙungiya	ATHENS_B-LOC 1996-08-22_O Ƙungiyar_O Ƙungiya_O ta_O Ƙungiya_O	hau
Ofishin zartarwa na jam 'iyyar gurguzu ta Girka ya ba da koren haske ga Firayim Minista Costas Simitis don kiran zaben gaggawa , babban sakatarensa Costas Skandalidis ya fadawa manema labarai .	Ofishin_O zartarwa_O na_O jam_O 'iyyar_O gurguzu_O ta_O Girka_O ya_O ba_O da_O koren_O haske_O ga_O Firayim_O Minista_O Costas_B-PER Simitis_I-PER don_O kiran_O zaben_O gaggawa_O ,_O babban_O sakatarensa_O Costas_B-PER Skandalidis_I-PER ya_O fadawa_O manema_O labarai_O ._O	hau
Firaminista Costas Simitis zai ba da sanarwar hukuma bayan taron majalisar ministoci a ranar Alhamis , in ji Skandalidis .	Firaminista_O Costas_B-PER Simitis_I-PER zai_O ba_O da_O sanarwar_O hukuma_O bayan_O taron_O majalisar_O ministoci_O a_O ranar_O Alhamis_O ,_O in_O ji_O Skandalidis_B-PER ._O	hau
- Dimitris Kontogiannis , Gidan Labarai na Athens + 301 3311812-4	-_O Dimitris_B-PER Kontogiannis_I-PER ,_O Gidan_B-ORG Labarai_I-ORG na_I-ORG Athens_I-ORG +_O 301_O 3311812-4_O	hau
BayerVB ya sanya dala miliyan 100 na bond na shekaru shida .	BayerVB_B-ORG ya_O sanya_O dala_O miliyan_O 100_O na_O bond_O na_O shekaru_O shida_O ._O	hau
Babban manajan Toronto Dominion ne ya sanar da wannan jingina .	Babban_O manajan_O Toronto_B-PER Dominion_I-PER ne_O ya_O sanar_O da_O wannan_O jingina_O ._O	hau
BORROWER BAYERISCHE VEREINSBANK Ƙarƙashin Ƙarƙashin Ƙarƙashin Ƙasa	BORROWER_O BAYERISCHE_B-ORG VEREINSBANK_I-ORG Ƙarƙashin_O Ƙarƙashin_O Ƙarƙashin_O Ƙasa_O	hau
AMT C $ 100 MLN COUPON 6.625 MATURITY 24.SEP.02 Ƙarƙashin Ƙarƙashin Ƙarƙashin Ƙarƙashin Ƙarƙashin Ƙarƙashin Ƙasa	AMT_O C_O $_O 100_O MLN_O COUPON_O 6.625_O MATURITY_O 24.SEP.02_O Ƙarƙashin_O Ƙarƙashin_O Ƙarƙashin_O Ƙarƙashin_O Ƙarƙashin_O Ƙarƙashin_O Ƙasa_O	hau
TYPE STRAIGHT ISS Farashin 100.92 Ranar biya 24.SEP.96	TYPE_O STRAIGHT_O ISS_O Farashin_O 100.92_O Ranar_O biya_O 24.SEP.96_O	hau
Cikakken kudade 1.875 REOFFER 99.32 Yada + 20 BP	Cikakken_O kudade_O 1.875_O REOFFER_O 99.32_O Yada_O +_O 20_O BP_O	hau
MOODY AA1 Lissafin LUX PAY FREQ =	MOODY_O AA1_O Lissafin_O LUX_O PAY_O FREQ_O =_O	hau
S & P = DENOMS ( K ) 1-10-100 SALE LIMITS Amurka / Birtaniya / CA	S_B-ORG &_I-ORG P_I-ORG =_O DENOMS_O (_O K_O )_O 1-10-100_O SALE_O LIMITS_O Amurka_B-LOC /_O Birtaniya_B-LOC /_O CA_B-LOC	hau
NEG PLG Babu CRS DEFLT Babu ƙarfin MAJ =	NEG_O PLG_O Babu_O CRS_O DEFLT_O Babu_O ƙarfin_O MAJ_O =_O	hau
Gwamnati Dokar Jamusanci Gida CTRY = TAX PROVS STANDARD	Gwamnati_O Dokar_O Jamusanci_O Gida_O CTRY_O =_O TAX_O PROVS_O STANDARD_O	hau
MGT / UND 0.275 SELL CONC 1.60 Ƙaddamarwa =	MGT_O /_O UND_O 0.275_O SELL_O CONC_O 1.60_O Ƙaddamarwa_O =_O	hau
Ƙarƙashin Ƙarƙashin Ƙarƙashin Ƙarƙashin Ƙasa 7.0 PCT SEPT 2001	Ƙarƙashin_O Ƙarƙashin_O Ƙarƙashin_O Ƙarƙashin_O Ƙasa_O 7.0_O PCT_O SEPT_O 2001_O	hau
Bayanan kula BAYERISCHE VEREINSBANK shine babban manajan hadin gwiwa	Bayanan_O kula_O BAYERISCHE_B-ORG VEREINSBANK_I-ORG shine_O babban_O manajan_O hadin_O gwiwa_O	hau
- Gidan Labaran Landan + 44 171 542 7658	-_O Gidan_B-ORG Labaran_I-ORG Landan_I-ORG +_O 44_O 171_O 542_O 7658_O	hau
Venantius ya kafa dala miliyan 300 Janairu 1999 FRN .	Venantius_B-ORG ya_O kafa_O dala_O miliyan_O 300_O Janairu_O 1999_O FRN_O ._O	hau
Babban manajan Lehman Brothers International ne ya sanar da wannan batun na kudi mai sauyawa .	Babban_O manajan_O Lehman_B-ORG Brothers_I-ORG International_I-ORG ne_O ya_O sanar_O da_O wannan_O batun_O na_O kudi_O mai_O sauyawa_O ._O	hau
BORROWER VENANTIUS AB ( SWEEDISH NATIONAL MORTGAGE AGENCY ) ( Hukumar ba da lamuni ta ƙasa ta Sweden )	BORROWER_O VENANTIUS_B-ORG AB_I-ORG (_O SWEEDISH_O NATIONAL_O MORTGAGE_O AGENCY_O )_O (_O Hukumar_O ba_O da_O lamuni_O ta_O ƙasa_O ta_O Sweden_O )_O	hau
AMT $ 300 MLN SPREAD - 12.5 BP MATURITY 21.JAN.99 Ƙarƙashin Ƙarƙashin Ƙarƙashin Ƙasa	AMT_O $_O 300_O MLN_O SPREAD_O -_O 12.5_O BP_O MATURITY_O 21.JAN.99_O Ƙarƙashin_O Ƙarƙashin_O Ƙarƙashin_O Ƙasa_O	hau
TYPE FRN BASE 3M LIBOR Ranar biyan kuɗi S23.SEP.96	TYPE_O FRN_O BASE_O 3M_B-ORG LIBOR_O Ranar_O biyan_O kuɗi_O S23.SEP.96_O	hau
LAST MOODY AA3 ISS Farashin 99.956 Cikakken kudade 10 BP	LAST_O MOODY_O AA3_O ISS_O Farashin_O 99.956_O Cikakken_O kudade_O 10_O BP_O	hau
Ƙarshen S & P AA + REOFFER =	Ƙarshen_O S_B-ORG &_I-ORG P_I-ORG AA_O +_O REOFFER_O =_O	hau
Bayanan kula S SHORT FIRST COUPON	Bayanan_O kula_O S_O SHORT_O FIRST_O COUPON_O	hau
LISTING LONDON DENOMS ( K ) 1-10-100 KYAUTA KYAUTA US / UK / JP / FR Ƙananan ƙananan ƙananan ƙananan ƙananan ƙananan ƙananan ƙananan ƙananan ƙananan ƙananan ƙananan ƙananan ƙananan ƙananan ƙananan ƙananan ƙananan ƙananan ƙananan ƙananan ƙananan	LISTING_O LONDON_B-LOC DENOMS_O (_O K_O )_O 1-10-100_O KYAUTA_O KYAUTA_O US_B-LOC /_O UK_B-LOC /_O JP_B-LOC /_O FR_B-LOC Ƙananan_O ƙananan_O ƙananan_O ƙananan_O ƙananan_O ƙananan_O ƙananan_O ƙananan_O ƙananan_O ƙananan_O ƙananan_O ƙananan_O ƙananan_O ƙananan_O ƙananan_O ƙananan_O ƙananan_O ƙananan_O ƙananan_O ƙananan_O ƙananan_O ƙananan_O	hau
