input	output	language
Jo pacho mag Ingresa ne okwero chieng 'Tich Ang 'wen ni onge gima nyalo hinyo ngima dhano nikech rombegi , to kata kamano ne ginyiso luoro ni paro ma sirkal mar Jerman chiwo ne ji mondo kik gicham rombe mag Ingresa , nyalo miyo ji mang 'eny e pinje mag Ulaya oluw parono .	Jo_O pacho_O mag_O Ingresa_O ne_O okwero_O chieng_O 'Tich_O Ang_O 'wen_O ni_O onge_O gima_O nyalo_O hinyo_O ngima_O dhano_O nikech_O rombegi_O ,_O to_O kata_O kamano_O ne_O ginyiso_O luoro_O ni_O paro_O ma_O sirkal_O mar_O Jerman_O chiwo_O ne_O ji_O mondo_O kik_O gicham_O rombe_O mag_O Ingresa_O ,_O nyalo_O miyo_O ji_O mang_O 'eny_O e_O pinje_O mag_O Ulaya_B-LOC oluw_O parono_O ._O	luo
Jal miluongo ni John Lloyd Jones , ma en jakom mar Welsh National Farmers 'Union ( NFU ) nowacho kama e redio mar BBC : " Gima nyaka watang 'ahinya en kaka pinje mamoko biro luwo ranyisi mar piny Jerman . "	Jal_O miluongo_O ni_O John_B-PER Lloyd_I-PER Jones_I-PER ,_O ma_O en_O jakom_O mar_O Welsh_B-ORG National_I-ORG Farmers_I-ORG 'Union_I-ORG (_O NFU_B-ORG )_O nowacho_O kama_O e_O redio_B-ORG mar_I-ORG BBC_I-ORG :_O "_O Gima_O nyaka_O watang_O 'ahinya_O en_O kaka_O pinje_O mamoko_O biro_O luwo_O ranyisi_O mar_O piny_B-LOC Jerman_I-LOC ._O "_O	luo
Bonn osebedo ka tayo kinda mar rito ngima mar oganda bang 'ka geno mar jonyiewo ne osedok chien e dwe mar Mach bang 'ka ripode moro e piny Ingresa ne onyiso ni dhano nyalo yudo tuwo machal gi mar mad cow disease kuom chamo ring 'o motop .	Bonn_B-LOC osebedo_O ka_O tayo_O kinda_O mar_O rito_O ngima_O mar_O oganda_O bang_O 'ka_O geno_O mar_O jonyiewo_O ne_O osedok_O chien_O e_O dwe_O mar_O Mach_O bang_O 'ka_O ripode_O moro_O e_O piny_O Ingresa_O ne_O onyiso_O ni_O dhano_O nyalo_O yudo_O tuwo_O machal_O gi_O mar_O mad_O cow_O disease_O kuom_O chamo_O ring_O 'o_O motop_O ._O	luo
E higa mokalo , Jerman nodonjo gi rombe 47,600 kowuok e piny Ingresa , ma en chiegni nus mar rombe duto ma ne odonjo e pinyno .	E_O higa_O mokalo_O ,_O Jerman_B-LOC nodonjo_O gi_O rombe_O 47,600_O kowuok_O e_O piny_O Ingresa_B-LOC ,_O ma_O en_O chiegni_O nus_O mar_O rombe_O duto_O ma_O ne_O odonjo_O e_O pinyno_O ._O	luo
Nokelo tonne 4,275 mag ring jamni mag Ingresa , chiegni pasent 10 mar gik moko duto ma ne oter e pinyno .	Nokelo_O tonne_O 4,275_O mag_O ring_O jamni_O mag_O Ingresa_O ,_O chiegni_O pasent_O 10_O mar_O gik_O moko_O duto_O ma_O ne_O oter_O e_O pinyno_O ._O	luo
Wende ma Hendrix ne ondiko ma ne ok ong 'ere ahinya ne ong 'iewo chiegni dola 17,000 .	Wende_O ma_O Hendrix_B-PER ne_O ondiko_O ma_O ne_O ok_O ong_O 'ere_O ahinya_O ne_O ong_O 'iewo_O chiegni_O dola_O 17,000_O ._O	luo
LONDON 1996-08-22 weche mokor	LONDON_B-LOC 1996-08-22_O weche_O mokor_O	luo
Restora moro e Florida ne ochulo paundi 10,925 ( dola 16,935 ) mondo ondik weche ma Hendrix ne ondiko e otel moro e dala mar London e giko higa mar 1966 ma ne iluongo ni " Ain 't no telling . "	Restora_O moro_O e_O Florida_B-LOC ne_O ochulo_O paundi_O 10,925_O (_O dola_O 16,935_O )_O mondo_O ondik_O weche_O ma_O Hendrix_B-PER ne_O ondiko_O e_O otel_O moro_O e_O dala_O mar_O London_B-LOC e_O giko_O higa_O mar_O 1966_O ma_O ne_O iluongo_O ni_O "_O Ain_O 't_O no_O telling_O ._O "_O	luo
E giko chokruok moro ma ne otim Januar 1967 e dala mar Nottingham e piny Ingresa , ne owito kalatasno e kind jowinjo , kae to ng 'at moro ne okawe .	E_O giko_O chokruok_O moro_O ma_O ne_O otim_O Januar_O 1967_O e_O dala_O mar_O Nottingham_B-LOC e_O piny_O Ingresa_O ,_O ne_O owito_O kalatasno_O e_O kind_O jowinjo_O ,_O kae_O to_O ng_O 'at_O moro_O ne_O okawe_O ._O	luo
Joma ne ng 'iewo gik moko bende ne ong 'iewo gik mamoko 16 ma osiepne machon mar Hendrix miluongo ni Kathy Etchingham , ma ne odak kode chakre higa mar 1966 nyaka 1969 ne ouso .	Joma_O ne_O ng_O 'iewo_O gik_O moko_O bende_O ne_O ong_O 'iewo_O gik_O mamoko_O 16_O ma_O osiepne_O machon_O mar_O Hendrix_B-PER miluongo_O ni_O Kathy_B-PER Etchingham_I-PER ,_O ma_O ne_O odak_O kode_O chakre_O higa_O mar_O 1966_O nyaka_O 1969_O ne_O ouso_O ._O	luo
Moko kuom gigo ne gin sanduk moro ma ne Hendrix oketoe yedhe mamero ma ne ng 'at moro ma Ja - Australia ong 'iewo gi pesa ma dirom dola 7,845 .	Moko_O kuom_O gigo_O ne_O gin_O sanduk_O moro_O ma_O ne_O Hendrix_B-PER oketoe_O yedhe_O mamero_O ma_O ne_O ng_O 'at_O moro_O ma_O Ja_O -_O Australia_O ong_O 'iewo_O gi_O pesa_O ma_O dirom_O dola_O 7,845_O ._O	luo
Jago thumno ne otho nikech tiyo gi yedhe mamero e higa 1970 ka en jahigini 27 .	Jago_O thumno_O ne_O otho_O nikech_O tiyo_O gi_O yedhe_O mamero_O e_O higa_O 1970_O ka_O en_O jahigini_O 27_O ._O	luo
China wacho ni Taiwan ketho kuwe mar mbaka .	China_B-LOC wacho_O ni_O Taiwan_B-LOC ketho_O kuwe_O mar_O mbaka_O ._O	luo
BEIJING 1996-08-22 weche manyien	BEIJING_B-LOC 1996-08-22_O weche_O manyien_O	luo
Chieng 'Tich Ang 'wen China ne odonjo ne Taipei kuom ketho chenro mar dhi nyime gi mbaka e dho wath mar Taiwan kane jalup ker mar Taiwan miluongo ni Lien Chan olimo Ukraine e juma ma ne okelo ich wang 'maduong 'ne Beijing .	Chieng_O 'Tich_O Ang_O 'wen_O China_B-LOC ne_O odonjo_O ne_O Taipei_B-LOC kuom_O ketho_O chenro_O mar_O dhi_O nyime_O gi_O mbaka_O e_O dho_B-LOC wath_I-LOC mar_I-LOC Taiwan_I-LOC kane_O jalup_O ker_O mar_O Taiwan_O miluongo_O ni_O Lien_B-PER Chan_I-PER olimo_O Ukraine_B-LOC e_O juma_O ma_O ne_O okelo_O ich_O wang_O 'maduong_O 'ne_O Beijing_B-LOC ._O	luo
" Magi e kinde ma ji ariyo onego otimie mbaka mag siasa ...	"_O Magi_O e_O kinde_O ma_O ji_O ariyo_O onego_O otimie_O mbaka_O mag_O siasa_O ..._O	luo
Gaset miluongo ni People 's Daily mar Tich Ang 'Auchiel ne ondiko weche ma Tang nowacho niya :	Gaset_O miluongo_O ni_O People_B-ORG 's_I-ORG Daily_I-ORG mar_O Tich_O Ang_O 'Auchiel_O ne_O ondiko_O weche_O ma_O Tang_B-PER nowacho_O niya_O :_O	luo
China , mosebedo ka kwedo kinda duto ma Taipei timo mondo ji ong 'e pinyno e okang 'momedore , iye nowang 'ahinya gi limbe ma ne Vice - President mar Taiwan miluongo ni Lien notimo e piny Ukraine e jumani .	China_B-LOC ,_O mosebedo_O ka_O kwedo_O kinda_O duto_O ma_O Taipei_B-LOC timo_O mondo_O ji_O ong_O 'e_O pinyno_O e_O okang_O 'momedore_O ,_O iye_O nowang_O 'ahinya_O gi_O limbe_O ma_O ne_O Vice_O -_O President_O mar_O Taiwan_O miluongo_O ni_O Lien_B-PER notimo_O e_O piny_O Ukraine_B-LOC e_O jumani_O ._O	luo
Jo - China wacho ni mano e kinde mowinjore ne mbaka e wi Taiwan .	Jo_B-LOC -_I-LOC China_I-LOC wacho_O ni_O mano_O e_O kinde_O mowinjore_O ne_O mbaka_O e_O wi_O Taiwan_B-LOC ._O	luo
BEIJING 1996-08-22 weche manyien	BEIJING_B-LOC 1996-08-22_O weche_O manyien_O	luo
China osewacho ni kinde osechopo mar wuoyo gi Taiwan kuom weche siasa kendo ni chulano onego okaw okang 'mowinjore mar chopo dwarono .	China_B-LOC osewacho_O ni_O kinde_O osechopo_O mar_O wuoyo_O gi_O Taiwan_B-LOC kuom_O weche_O siasa_O kendo_O ni_O chulano_O onego_O okaw_O okang_O 'mowinjore_O mar_O chopo_O dwarono_O ._O	luo
Chenro mar bedo gi mbaka e wi kinde koda kaka ibiro tim mbakago , ne ondiki gi gaset mar Xinhua ka oluwo weche mag Tang Shubei , ma en jakom mar Association for Relations Across the Taiwan Straits , ma ne owacho e otieno mar Tich Ariyo .	Chenro_O mar_O bedo_O gi_O mbaka_O e_O wi_O kinde_O koda_O kaka_O ibiro_O tim_O mbakago_O ,_O ne_O ondiki_O gi_O gaset_O mar_O Xinhua_B-ORG ka_O oluwo_O weche_O mag_O Tang_B-PER Shubei_I-PER ,_O ma_O en_O jakom_O mar_O Association_B-ORG for_I-ORG Relations_I-ORG Across_I-ORG the_I-ORG Taiwan_I-ORG Straits_I-ORG ,_O ma_O ne_O owacho_O e_O otieno_O mar_O Tich_O Ariyo_O ._O	luo
E dwe mar Julai , kwan mar mtokni ma ne irwako e piny Jerman ne omedore gi pasent 14.2 higa ka higa .	E_O dwe_O mar_O Julai_O ,_O kwan_O mar_O mtokni_O ma_O ne_O irwako_O e_O piny_O Jerman_O ne_O omedore_O gi_O pasent_O 14.2_O higa_O ka_O higa_O ._O	luo
FRANKFURT 1996-08-22 weche manyien	FRANKFURT_B-LOC 1996-08-22_O weche_O manyien_O	luo
E dwe mar Julai , kwan mag mtokni ma ne okwong ndiki e piny Jerman ne omedore gi pasent 14.2 kopim gi dwe mar Julai e higano , ka luwore gi weche ma ofis mar Federal office for motor vehicles nowacho e odiechieng 'Tich Ang 'wen .	E_O dwe_O mar_O Julai_O ,_O kwan_O mag_O mtokni_O ma_O ne_O okwong_O ndiki_O e_O piny_O Jerman_O ne_O omedore_O gi_O pasent_O 14.2_O kopim_O gi_O dwe_O mar_O Julai_O e_O higano_O ,_O ka_O luwore_O gi_O weche_O ma_O ofis_O mar_O Federal_B-ORG office_I-ORG for_I-ORG motor_I-ORG vehicles_I-ORG nowacho_O e_O odiechieng_O 'Tich_O Ang_O 'wen_O ._O	luo
Ofisno nowacho ni e dwe mar Julai 1996 , ne ondik mtokni 356,725 manyien - ⁠ mtokni 304,850 mag wuoth kod mtokni 15,613 mag ting 'ji .	Ofisno_O nowacho_O ni_O e_O dwe_O mar_O Julai_O 1996_O ,_O ne_O ondik_O mtokni_O 356,725_O manyien_O -_O ⁠_O mtokni_O 304,850_O mag_O wuoth_O kod_O mtokni_O 15,613_O mag_O ting_O 'ji_O ._O	luo
Kwanno nyiso ni kwan mar mtokni mag ting 'ji osemedore gi pasent 13.6 to mar mtokni mag ting 'ji osedok piny gi pasent 2.2 kopim gi dwe mar Julai 1995 .	Kwanno_O nyiso_O ni_O kwan_O mar_O mtokni_O mag_O ting_O 'ji_O osemedore_O gi_O pasent_O 13.6_O to_O mar_O mtokni_O mag_O ting_O 'ji_O osedok_O piny_O gi_O pasent_O 2.2_O kopim_O gi_O dwe_O mar_O Julai_O 1995_O ._O	luo
Kwan mar derepe mag pikipiki ne omedore gi pasent 32.7 e kindeno .	Kwan_O mar_O derepe_O mag_O pikipiki_O ne_O omedore_O gi_O pasent_O 32.7_O e_O kindeno_O ._O	luo
Medruokno ne en nikech kwan momedore mar Jo - Jerman ma ng 'iewo mtokni mag Jerman e pinje ma oko , to jo molos mtokni ne owacho ni medruokno ne en nikech medruok mar dwaro mar mtokni e pinyno , ofisno nowacho kamano .	Medruokno_O ne_O en_O nikech_O kwan_O momedore_O mar_O Jo_O -_O Jerman_O ma_O ng_O 'iewo_O mtokni_O mag_O Jerman_O e_O pinje_O ma_O oko_O ,_O to_O jo_O molos_O mtokni_O ne_O owacho_O ni_O medruokno_O ne_O en_O nikech_O medruok_O mar_O dwaro_O mar_O mtokni_O e_O pinyno_O ,_O ofisno_O nowacho_O kamano_O ._O	luo
Chiegni ni jogo duto ma ne loso mtokni e piny Jerman ne onyiso medruok e kwan mar kes mag mtokni e kindeno .	Chiegni_O ni_O jogo_O duto_O ma_O ne_O loso_O mtokni_O e_O piny_O Jerman_O ne_O onyiso_O medruok_O e_O kwan_O mar_O kes_O mag_O mtokni_O e_O kindeno_O ._O	luo
Volkswagen AG ne oloyo kwayo 77,719 , ma en mana nus mar kwan duto .	Volkswagen_B-ORG AG_I-ORG ne_O oloyo_O kwayo_O 77,719_O ,_O ma_O en_O mana_O nus_O mar_O kwan_O duto_O ._O	luo
Opel AG kaachiel gi General Motors ne odonjo e namba ariyo gi registrations 49,269 , ma en pasent 16.4 mar kwan duto .	Opel_B-ORG AG_I-ORG kaachiel_O gi_O General_B-ORG Motors_I-ORG ne_O odonjo_O e_O namba_O ariyo_O gi_O registrations_O 49,269_O ,_O ma_O en_O pasent_O 16.4_O mar_O kwan_O duto_O ._O	luo
Mar adek ne en mar Ford ma ne nigi namba 35,563 , kata pasent 11.7 .	Mar_O adek_O ne_O en_O mar_O Ford_B-ORG ma_O ne_O nigi_O namba_O 35,563_O ,_O kata_O pasent_O 11.7_O ._O	luo
Seat kod Porsche kende ema ne odong 'chien e dwe mar Julai 1996 kopim gi dwe mar Julai higa mokalo .	Seat_B-ORG kod_O Porsche_B-ORG kende_O ema_O ne_O odong_O 'chien_O e_O dwe_O mar_O Julai_O 1996_O kopim_O gi_O dwe_O mar_O Julai_O higa_O mokalo_O ._O	luo
Seat ne oyudo ji 3,420 ma ne odonjo e mtoka kopim gi ji 5,522 ma ne odonjo e mtoka dwe mar Julai higa mokalo .	Seat_B-ORG ne_O oyudo_O ji_O 3,420_O ma_O ne_O odonjo_O e_O mtoka_O kopim_O gi_O ji_O 5,522_O ma_O ne_O odonjo_O e_O mtoka_O dwe_O mar_O Julai_O higa_O mokalo_O ._O	luo
Kwan mag mtokni mag Porsche nolwar koa 643 nyaka 554 .	Kwan_O mag_O mtokni_O mag_O Porsche_B-ORG nolwar_O koa_O 643_O nyaka_O 554_O ._O	luo
JO - SUSIALIST MAG GREK Ochiwo Ler Maber ne Jatelo Mokwongo mar Piny e Yiero .	JO_O -_O SUSIALIST_O MAG_O GREK_O Ochiwo_O Ler_O Maber_O ne_O Jatelo_O Mokwongo_O mar_O Piny_O e_O Yiero_O ._O	luo
ATHENS 1996-08-22 weche mokor	ATHENS_B-LOC 1996-08-22_O weche_O mokor_O	luo
Ofis maduong 'mar chama mar Socialist Party mar Jo - Grik ne ochiwo ler ne jatelo maduong 'mar pinyno miluongo ni Costas Simitis mondo oluong yiero mapiyo , mana kaka jagoro maduong 'mar chamano miluongo ni Costas Skandalidis ne onyiso jondiko .	Ofis_O maduong_O 'mar_O chama_O mar_O Socialist_O Party_O mar_O Jo_O -_O Grik_O ne_O ochiwo_O ler_O ne_O jatelo_O maduong_O 'mar_O pinyno_O miluongo_O ni_O Costas_B-PER Simitis_I-PER mondo_O oluong_O yiero_O mapiyo_O ,_O mana_O kaka_O jagoro_O maduong_O 'mar_O chamano_O miluongo_O ni_O Costas_B-PER Skandalidis_I-PER ne_O onyiso_O jondiko_O ._O	luo
Skandalidis nowacho ni , jatelo maduong 'mar pinyno miluongo ni Costas Simitis biro lando wachno bang 'chokruok mar jood bura mare chieng 'Tich Ang 'wen .	Skandalidis_B-PER nowacho_O ni_O ,_O jatelo_O maduong_O 'mar_O pinyno_O miluongo_O ni_O Costas_B-PER Simitis_I-PER biro_O lando_O wachno_O bang_O 'chokruok_O mar_O jood_O bura_O mare_O chieng_O 'Tich_O Ang_O 'wen_O ._O	luo
-- Dimitris Kontogiannis , Athens Newsroom + 301 3311812-4	--_O Dimitris_B-PER Kontogiannis_I-PER ,_O Athens_B-ORG Newsroom_I-ORG +_O 301_O 3311812-4_O	luo
BayerVB keto bond mar C $ milion 100 kuom higini auchiel .	BayerVB_B-ORG keto_O bond_O mar_O C_O $_O milion_O 100_O kuom_O higini_O auchiel_O ._O	luo
LONDON 1996-08-22 weche mokor	LONDON_B-LOC 1996-08-22_O weche_O mokor_O	luo
Bond maluwoni ne oland gi jatelo maduong 'mar Toronto Dominion .	Bond_O maluwoni_O ne_O oland_O gi_O jatelo_O maduong_O 'mar_O Toronto_B-PER Dominion_I-PER ._O	luo
BORROWER BAYERISCHE VEREINSBANK	BORROWER_O BAYERISCHE_B-ORG VEREINSBANK_I-ORG	luo
AMT C $ 100 MLN COUPON 6.625 MATURITY 24.SEP.02	AMT_O C_O $_O 100_O MLN_O COUPON_O 6.625_O MATURITY_O 24.SEP.02_O	luo
TYPE STRAIGHT ISS PRICE 100.92 DATE mar chulo 24.SEP.96	TYPE_O STRAIGHT_O ISS_O PRICE_O 100.92_O DATE_O mar_O chulo_O 24.SEP.96_O	luo
CHIWO MAKWONO CHIWO CHIWO MAKWONO CHIWO MAKWONO CHIWO MAKWONO CHIWO MAKWONO CHIWO MAKWONO CHIWO MAKWONO	CHIWO_O MAKWONO_O CHIWO_O CHIWO_O MAKWONO_O CHIWO_O MAKWONO_O CHIWO_O MAKWONO_O CHIWO_O MAKWONO_O CHIWO_O MAKWONO_O CHIWO_O MAKWONO_O	luo
MOODY AA1 LISTING LUX PAY FREQ = Ng 'ato ka ng 'ato nigi pesa morome	MOODY_O AA1_O LISTING_O LUX_O PAY_O FREQ_O =_O Ng_O 'ato_O ka_O ng_O 'ato_O nigi_O pesa_O morome_O	luo
S & P = DENOMS ( K ) 1-10-100 SALE LIMITS US / UK / CA	S_B-ORG &_I-ORG P_I-ORG =_O DENOMS_O (_O K_O )_O 1-10-100_O SALE_O LIMITS_O US_B-LOC /_O UK_B-LOC /_O CA_B-LOC	luo
NEG PLG NO CRS DEFLT NO FORCE MAJ =	NEG_O PLG_O NO_O CRS_O DEFLT_O NO_O FORCE_O MAJ_O =_O	luo
GOVEMENT LAW GERMAN HOME CTRY = TAX PROVS STANDARD ( Chik mar Sirkal mar Piny Jerman )	GOVEMENT_O LAW_O GERMAN_O HOME_O CTRY_O =_O TAX_O PROVS_O STANDARD_O (_O Chik_O mar_O Sirkal_O mar_O Piny_O Jerman_O )_O	luo
MGT / UND 0.275 SELL CONC 1.60 PRAECIP =	MGT_O /_O UND_O 0.275_O SELL_O CONC_O 1.60_O PRAECIP_O =_O	luo
BOND MAR SIRKAN 7.0 PCT E DWE mar SEPTEMBER 2001	BOND_O MAR_O SIRKAN_O 7.0_O PCT_O E_O DWE_O mar_O SEPTEMBER_O 2001_O	luo
WECHE MA JI WACHO BAYERISCHE VEREINSBANK EN JATELO MOCHIEL E WECHE MA JI WACHO E WECHE MA JI WACHO E WECHE MA JI WACHO E WECHE	WECHE_O MA_O JI_O WACHO_O BAYERISCHE_B-ORG VEREINSBANK_I-ORG EN_O JATELO_O MOCHIEL_O E_O WECHE_O MA_O JI_O WACHO_O E_O WECHE_O MA_O JI_O WACHO_O E_O WECHE_O MA_O JI_O WACHO_O E_O WECHE_O	luo
- Od Wach London + 44 171 542 7658	-_O Od_B-ORG Wach_I-ORG London_I-ORG +_O 44_O 171_O 542_O 7658_O	luo
Venantius oketo $ milion 300 Januar 1999 FRN .	Venantius_B-ORG oketo_O $_O milion_O 300_O Januar_O 1999_O FRN_O ._O	luo
LONDON 1996-08-22 weche mokor	LONDON_B-LOC 1996-08-22_O weche_O mokor_O	luo
Wuoyo ma luwoni e wi gocho mar pesa ma nigi chudo mopogore opogore , ne oland gi maneja maduong 'mar riwruok mar Lehman Brothers International .	Wuoyo_O ma_O luwoni_O e_O wi_O gocho_O mar_O pesa_O ma_O nigi_O chudo_O mopogore_O opogore_O ,_O ne_O oland_O gi_O maneja_O maduong_O 'mar_O riwruok_O mar_O Lehman_B-ORG Brothers_I-ORG International_I-ORG ._O	luo
BORROWER VENANTIUS AB ( SWEDISH NATIONAL MORTGAGE AGENCY )	BORROWER_O VENANTIUS_B-ORG AB_I-ORG (_O SWEDISH_O NATIONAL_O MORTGAGE_O AGENCY_O )_O	luo
AMT $ 300 MLN SPREAD - 12.5 BP MATURITY 21.JAN.99	AMT_O $_O 300_O MLN_O SPREAD_O -_O 12.5_O BP_O MATURITY_O 21.JAN.99_O	luo
TYPE FRN BASE 3M LIBOR PAY DATE S23.SEP.96	TYPE_O FRN_O BASE_O 3M_B-ORG LIBOR_O PAY_O DATE_O S23.SEP.96_O	luo
LAST MOODY AA3 ISS PRICE 99.956 FULL FEES 10 BP	LAST_O MOODY_O AA3_O ISS_O PRICE_O 99.956_O FULL_O FEES_O 10_O BP_O	luo
S & P AA + REOFFER mogik =	S_B-ORG &_I-ORG P_I-ORG AA_O +_O REOFFER_O mogik_O =_O	luo
WECHE MA LERO PICHA KOD WECHE MOKWONGO E WECHE MOKWONGO	WECHE_O MA_O LERO_O PICHA_O KOD_O WECHE_O MOKWONGO_O E_O WECHE_O MOKWONGO_O	luo
LISTING LONDON DENOMS ( K ) 1-10-100 SALE LIMITS US / UK / JP / FR	LISTING_O LONDON_B-LOC DENOMS_O (_O K_O )_O 1-10-100_O SALE_O LIMITS_O US_B-LOC /_O UK_B-LOC /_O JP_B-LOC /_O FR_B-LOC	luo
NEG PLG YES CRS DEFLT NO FORCE MAJ IPMA 2	NEG_O PLG_O YES_O CRS_O DEFLT_O NO_O FORCE_O MAJ_O IPMA_O 2_O	luo
GOVEMENT LAW ENGLISH HOME CTRY SWEDEN TAX PROVS STANDARD	GOVEMENT_O LAW_O ENGLISH_O HOME_O CTRY_O SWEDEN_B-LOC TAX_O PROVS_O STANDARD_O	luo
MGT / UND 5 BP SELL CONC 5 BP PRAECIP =	MGT_O /_O UND_O 5_O BP_O SELL_O CONC_O 5_O BP_O PRAECIP_O =_O	luo
WECHE MOSEGOL E PROGRAM MAR EMTN	WECHE_O MOSEGOL_O E_O PROGRAM_O MAR_O EMTN_O	luo
- Od Wach London + 44 171 542 8863	-_O Od_B-ORG Wach_I-ORG London_I-ORG +_O 44_O 171_O 542_O 8863_O	luo
Weche manyien e wi gik matimore e dho wath - Syria - Lloyds Shipping .	Weche_O manyien_O e_O wi_O gik_O matimore_O e_O dho_O wath_O -_O Syria_B-LOC -_O Lloyds_B-ORG Shipping_I-ORG ._O	luo
Gik matimore e dho wath kaluwore gi riwruok mar Lloyd 's Shipping Intelligence Service ...	Gik_O matimore_O e_O dho_O wath_O kaluwore_O gi_O riwruok_O mar_O Lloyd_B-ORG 's_I-ORG Shipping_I-ORG Intelligence_I-ORG Service_I-ORG ..._O	luo
LATTAKIA , Agost 10 - ndalo mag rito e Lattakia kod Tartous sani en seche 24 .	LATTAKIA_B-LOC ,_O Agost_O 10_O -_O ndalo_O mag_O rito_O e_O Lattakia_B-LOC kod_O Tartous_B-LOC sani_O en_O seche_O 24_O ._O	luo
Israel ok kaw mapek wach lweny ma dhi bedoe e kindgi gi Suria .	Israel_B-LOC ok_O kaw_O mapek_O wach_O lweny_O ma_O dhi_O bedoe_O e_O kindgi_O gi_O Suria_B-LOC ._O	luo
Colleen Siegel	Colleen_B-PER Siegel_I-PER	luo
JERUSALEM 1996-08-22 weche mokor	JERUSALEM_B-LOC 1996-08-22_O weche_O mokor_O	luo
