input	output	language
Ọ bụ nanị France na Britain kwadoro atụmatụ Fischler .	Ọ_O bụ_O nanị_O France_B-LOC na_O Britain_B-LOC kwadoro_O atụmatụ_O Fischler_B-PER ._O	ibo
Kọmitii ndị sayensị na-ahụ maka ọgwụgwọ ọrịa anụmanụ na kọmitii ndị ọzọ na-ahụ maka ọgwụgwọ ọrịa anụmanụ na EU ga-enyocha okwu a na mbido ọnwa na-abịanụ ma nye ndị isi ọrụ na-ahụ maka ọgwụgwọ ọrịa anụmanụ ndụmọdụ .	Kọmitii_O ndị_O sayensị_O na-ahụ_O maka_O ọgwụgwọ_O ọrịa_O anụmanụ_O na_O kọmitii_O ndị_O ọzọ_O na-ahụ_O maka_O ọgwụgwọ_O ọrịa_O anụmanụ_O na_O EU_B-ORG ga-enyocha_O okwu_O a_O na_O mbido_O ọnwa_O na-abịanụ_O ma_O nye_O ndị_O isi_O ọrụ_O na-ahụ_O maka_O ọgwụgwọ_O ọrịa_O anụmanụ_O ndụmọdụ_O ._O	ibo
Ọ dịla anya a matara na atụrụ na - arịa ọrịa scrapie , bụ ́ ọrịa na - emebi ụbụrụ nke yiri BSE bụ ́ nke e kweere na a na - ebufe ya n' ehi site n' nri nwere nsị anụmanụ .	Ọ_O dịla_O anya_O a_O matara_O na_O atụrụ_O na_O -_O arịa_O ọrịa_O scrapie_O ,_O bụ_O ́_O ọrịa_O na_O -_O emebi_O ụbụrụ_O nke_O yiri_O BSE_O bụ_O ́_O nke_O e_O kweere_O na_O a_O na_O -_O ebufe_O ya_O n'_O ehi_O site_O n'_O nri_O nwere_O nsị_O anụmanụ_O ._O	ibo
Ndị ọrụ ugbo Britain gọnarịrị na Tọzdee na e nwere ihe ize ndụ ọ bụla nye ahụike mmadụ site na atụrụ ha , mana kwupụtara nchegbu na ndụmọdụ gọọmentị German nye ndị na-azụ ahịa ka ha zere atụrụ Britain nwere ike imetụta ndị na-azụ ahịa n 'ofe Europe .	Ndị_O ọrụ_O ugbo_O Britain_O gọnarịrị_O na_O Tọzdee_O na_O e_O nwere_O ihe_O ize_O ndụ_O ọ_O bụla_O nye_O ahụike_O mmadụ_O site_O na_O atụrụ_O ha_O ,_O mana_O kwupụtara_O nchegbu_O na_O ndụmọdụ_O gọọmentị_O German_O nye_O ndị_O na-azụ_O ahịa_O ka_O ha_O zere_O atụrụ_O Britain_O nwere_O ike_O imetụta_O ndị_O na-azụ_O ahịa_O n_O 'ofe_O Europe_B-LOC ._O	ibo
" Ihe anyị ga - akpachara nnọọ anya na ya bụ otú mba ndị ọzọ ga - esi na - agbaso ihe nlereanya Germany , " ka onyeisi oche nke Òtù Ndị Ọrụ Ugbo nke Mba Wales ( NFU ) bụ ́ John Lloyd Jones kwuru na redio BBC .	"_O Ihe_O anyị_O ga_O -_O akpachara_O nnọọ_O anya_O na_O ya_O bụ_O otú_O mba_O ndị_O ọzọ_O ga_O -_O esi_O na_O -_O agbaso_O ihe_O nlereanya_O Germany_B-LOC ,_O "_O ka_O onyeisi_O oche_O nke_O Òtù_B-ORG Ndị_I-ORG Ọrụ_I-ORG Ugbo_I-ORG nke_I-ORG Mba_I-ORG Wales_I-ORG (_O NFU_B-ORG )_O bụ_O ́_O John_B-PER Lloyd_I-PER Jones_I-PER kwuru_O na_O redio_B-ORG BBC_I-ORG ._O	ibo
Bonn ebutewo ụzọ n " ịgbalị ichebe ahụ ike ọha na eze mgbe ntụkwasị obi ndị na - azụ ahịa dara na March mgbe otu akụkọ ndị Britain tụrụ aro na ndị mmadụ pụrụ ibute ọrịa yiri ọrịa ehi ara site n 'iri anụ ehi nwere nje .	Bonn_B-LOC ebutewo_O ụzọ_O n_O "_O ịgbalị_O ichebe_O ahụ_O ike_O ọha_O na_O eze_O mgbe_O ntụkwasị_O obi_O ndị_O na_O -_O azụ_O ahịa_O dara_O na_O March_O mgbe_O otu_O akụkọ_O ndị_O Britain_O tụrụ_O aro_O na_O ndị_O mmadụ_O pụrụ_O ibute_O ọrịa_O yiri_O ọrịa_O ehi_O ara_O site_O n_O 'iri_O anụ_O ehi_O nwere_O nje_O ._O	ibo
Germany butere atụrụ 47,600 site na Britain n 'afọ gara aga , ihe fọrọ nke nta ka ọ bụrụ ọkara nke ngụkọta mbubata .	Germany_B-LOC butere_O atụrụ_O 47,600_O site_O na_O Britain_B-LOC n_O 'afọ_O gara_O aga_O ,_O ihe_O fọrọ_O nke_O nta_O ka_O ọ_O bụrụ_O ọkara_O nke_O ngụkọta_O mbubata_O ._O	ibo
Ọ wetara tọn anụ ebule Britain dị 4,275 , ihe dị ka pasent 10 nke ngụkọta mbubata .	Ọ_O wetara_O tọn_O anụ_O ebule_O Britain_O dị_O 4,275_O ,_O ihe_O dị_O ka_O pasent_O 10_O nke_O ngụkọta_O mbubata_O ._O	ibo
A na - ere ihe odide abụ Hendrix a na - adịghị ahụkebe ihe fọrọ nke nta ka ọ bụrụ $ 17,000 .	A_O na_O -_O ere_O ihe_O odide_O abụ_O Hendrix_B-PER a_O na_O -_O adịghị_O ahụkebe_O ihe_O fọrọ_O nke_O nta_O ka_O ọ_O bụrụ_O $_O 17,000_O ._O	ibo
LONDON 1996 - 22 Ọgọst	LONDON_B-LOC 1996_O -_O 22_O Ọgọst_O	ibo
Otu ụlọ oriri na ọṅụṅụ dị na Florida kwụrụ £ 10,925 ( $ 16,935 ) maka ihe odide nke " Ain 't no telling " , nke Hendrix dere n 'akwụkwọ mpịakọta ụlọ nkwari akụ dị na London ná ngwụsị afọ 1966 .	Otu_O ụlọ_O oriri_O na_O ọṅụṅụ_O dị_O na_O Florida_B-LOC kwụrụ_O £_O 10,925_O (_O $_O 16,935_O )_O maka_O ihe_O odide_O nke_O "_O Ain_O 't_O no_O telling_O "_O ,_O nke_O Hendrix_B-PER dere_O n_O 'akwụkwọ_O mpịakọta_O ụlọ_O nkwari_O akụ_O dị_O na_O London_B-LOC ná_O ngwụsị_O afọ_O 1966_O ._O	ibo
Ná ngwụsị nke otu egwu ọ kụrụ na Jenụwarị 1967 n 'obodo England bụ ́ Nottingham , ọ tụbara mpempe akwụkwọ ahụ n 'etiti ndị na - ege ntị , bụ ́ ebe otu onye ofufe tụtụtara ya .	Ná_O ngwụsị_O nke_O otu_O egwu_O ọ_O kụrụ_O na_O Jenụwarị_O 1967_O n_O 'obodo_O England_O bụ_O ́_O Nottingham_B-LOC ,_O ọ_O tụbara_O mpempe_O akwụkwọ_O ahụ_O n_O 'etiti_O ndị_O na_O -_O ege_O ntị_O ,_O bụ_O ́_O ebe_O otu_O onye_O ofufe_O tụtụtara_O ya_O ._O	ibo
Ndị zụrụ ihe zụrụkwa ihe iri na isii ndị ọzọ bụ ́ ndị enyi nwanyị mbụ nke Hendrix bụ ́ Kathy Etchingham , bụ ́ onye ya na ya biri site na 1966 ruo 1969 , tinyere maka ọrịre .	Ndị_O zụrụ_O ihe_O zụrụkwa_O ihe_O iri_O na_O isii_O ndị_O ọzọ_O bụ_O ́_O ndị_O enyi_O nwanyị_O mbụ_O nke_O Hendrix_B-PER bụ_O ́_O Kathy_B-PER Etchingham_I-PER ,_O bụ_O ́_O onye_O ya_O na_O ya_O biri_O site_O na_O 1966_O ruo_O 1969_O ,_O tinyere_O maka_O ọrịre_O ._O	ibo
Ha gụnyere igbe e ji lacquer ojii na nne nkume pel mee bụ ́ nke Hendrix ji echekwa ọgwụ ọjọọ ya , bụ ́ nke otu onye Australia a na - amaghị aha ya zụtara n " ọnụ ego dị £ 5,060 ( Dollar 7,845 ) .	Ha_O gụnyere_O igbe_O e_O ji_O lacquer_O ojii_O na_O nne_O nkume_O pel_O mee_O bụ_O ́_O nke_O Hendrix_B-PER ji_O echekwa_O ọgwụ_O ọjọọ_O ya_O ,_O bụ_O ́_O nke_O otu_O onye_O Australia_O a_O na_O -_O amaghị_O aha_O ya_O zụtara_O n_O "_O ọnụ_O ego_O dị_O £_O 5,060_O (_O Dollar_O 7,845_O )_O ._O	ibo
Onye na- akụ ụbọ akwara ahụ nwụrụ n " ihi ịṅụbiga ọgwụ ike ókè n " afọ 1970 mgbe ọ dị afọ iri abụọ na asaa .	Onye_O na-_O akụ_O ụbọ_O akwara_O ahụ_O nwụrụ_O n_O "_O ihi_O ịṅụbiga_O ọgwụ_O ike_O ókè_O n_O "_O afọ_O 1970_O mgbe_O ọ_O dị_O afọ_O iri_O abụọ_O na_O asaa_O ._O	ibo
China na-ekwu na Taiwan na-emebi ikuku maka mkparịta ụka .	China_B-LOC na-ekwu_O na_O Taiwan_B-LOC na-emebi_O ikuku_O maka_O mkparịta_O ụka_O ._O	ibo
BEIJING 1996-08-22 Mmekọahụ	BEIJING_B-LOC 1996-08-22_O Mmekọahụ_O	ibo
China na Tọzdee boro Taipei ebubo imebi ikuku maka ịmaliteghachi mkparịta ụka gafee Taiwan Strait na nleta nke Onye isi oche Taiwan Lien Chan na Ukraine n 'izu a nke kpasuru Beijing iwe .	China_B-LOC na_O Tọzdee_O boro_O Taipei_B-LOC ebubo_O imebi_O ikuku_O maka_O ịmaliteghachi_O mkparịta_O ụka_O gafee_O Taiwan_B-LOC Strait_I-LOC na_O nleta_O nke_O Onye_O isi_O oche_O Taiwan_O Lien_B-PER Chan_I-PER na_O Ukraine_B-LOC n_O 'izu_O a_O nke_O kpasuru_O Beijing_B-LOC iwe_O ._O	ibo
Mgbasa ozi gọọmentị na-ehota onye isi mkparịta ụka nke China na Taipei , Tang Shubei , ka ọ na-agwa otu ndị ọbịa si Taiwan na Wednesday na oge eruola ka ndị iro ahụ nwee mkparịta ụka ndọrọ ndọrọ ọchịchị .	Mgbasa_O ozi_O gọọmentị_O na-ehota_O onye_O isi_O mkparịta_O ụka_O nke_O China_B-LOC na_O Taipei_B-LOC ,_O Tang_B-PER Shubei_I-PER ,_O ka_O ọ_O na-agwa_O otu_O ndị_O ọbịa_O si_O Taiwan_B-LOC na_O Wednesday_O na_O oge_O eruola_O ka_O ndị_O iro_O ahụ_O nwee_O mkparịta_O ụka_O ndọrọ_O ndọrọ_O ọchịchị_O ._O	ibo
" Ugbu a bụ oge maka akụkụ abụọ ahụ itinye aka na mkparịta ụka ndọrọ ndọrọ ọchịchị ...	"_O Ugbu_O a_O bụ_O oge_O maka_O akụkụ_O abụọ_O ahụ_O itinye_O aka_O na_O mkparịta_O ụka_O ndọrọ_O ndọrọ_O ọchịchị_O ..._O	ibo
China , nke megidere ogologo oge mbọ niile Taipei na-eme iji nwekwuo nnabata mba ụwa , were iwe site na nleta nke Onye isi oche Taiwan Lien na Ukraine n 'izu a .	China_B-LOC ,_O nke_O megidere_O ogologo_O oge_O mbọ_O niile_O Taipei_B-LOC na-eme_O iji_O nwekwuo_O nnabata_O mba_O ụwa_O ,_O were_O iwe_O site_O na_O nleta_O nke_O Onye_O isi_O oche_O Taiwan_O Lien_B-PER na_O Ukraine_B-LOC n_O 'izu_O a_O ._O	ibo
China na-ekwu na oge eruola maka mkparịta ụka Taiwan .	China_B-LOC na-ekwu_O na_O oge_O eruola_O maka_O mkparịta_O ụka_O Taiwan_B-LOC ._O	ibo
BEIJING 1996-08-22 Mmekọahụ	BEIJING_B-LOC 1996-08-22_O Mmekọahụ_O	ibo
China ekwuola na oge eruola maka mkparịta ụka ndọrọndọrọ ọchịchị na Taiwan nakwa na agwaetiti ahụ na-asọ mpi kwesịrị ime ihe ndị bara uru iji ruo ihe mgbaru ọsọ ahụ .	China_B-LOC ekwuola_O na_O oge_O eruola_O maka_O mkparịta_O ụka_O ndọrọndọrọ_O ọchịchị_O na_O Taiwan_B-LOC nakwa_O na_O agwaetiti_O ahụ_O na-asọ_O mpi_O kwesịrị_O ime_O ihe_O ndị_O bara_O uru_O iji_O ruo_O ihe_O mgbaru_O ọsọ_O ahụ_O ._O	ibo
Ekwesịrị inwe mkparịta ụka iji setịpụ oge na usoro nke mkparịta ụka ahụ , ụlọ ọrụ mgbasa ozi gọọmentị Xinhua hotara Tang Shubei , onye isi oche ndị isi nke Association for Relations Across the Taiwan Straits , na-ekwu na mgbede Wenezde .	Ekwesịrị_O inwe_O mkparịta_O ụka_O iji_O setịpụ_O oge_O na_O usoro_O nke_O mkparịta_O ụka_O ahụ_O ,_O ụlọ_O ọrụ_O mgbasa_O ozi_O gọọmentị_O Xinhua_B-ORG hotara_O Tang_B-PER Shubei_I-PER ,_O onye_O isi_O oche_O ndị_O isi_O nke_O Association_B-ORG for_I-ORG Relations_I-ORG Across_I-ORG the_I-ORG Taiwan_I-ORG Straits_I-ORG ,_O na-ekwu_O na_O mgbede_O Wenezde_O ._O	ibo
Ndebanye aha ụgbọala German nke ọnwa Julaị rịrị 14.2 % kwa afọ .	Ndebanye_O aha_O ụgbọala_O German_O nke_O ọnwa_O Julaị_O rịrị_O 14.2_O %_O kwa_O afọ_O ._O	ibo
FRANKFURT 1996 - 22 Ọgọst	FRANKFURT_B-LOC 1996_O -_O 22_O Ọgọst_O	ibo
German mbụ ndebanye aha nke moto ugbo ala jumped 14.2 percent na July nke afọ a si afọ gara aga oge , na Federal ụlọ ọrụ maka moto ugbo ala kwuru na Thursday .	German_O mbụ_O ndebanye_O aha_O nke_O moto_O ugbo_O ala_O jumped_O 14.2_O percent_O na_O July_O nke_O afọ_O a_O si_O afọ_O gara_O aga_O oge_O ,_O na_O Federal_B-ORG ụlọ_I-ORG ọrụ_I-ORG maka_I-ORG moto_I-ORG ugbo_I-ORG ala_I-ORG kwuru_O na_O Thursday_O ._O	ibo
Ụlọ ọrụ ahụ kwuru na e debara aha ụgbọala ọhụrụ 356,725 na July 1996 - ụgbọala njem 304,850 na gwongworo 15,613 .	Ụlọ_O ọrụ_O ahụ_O kwuru_O na_O e_O debara_O aha_O ụgbọala_O ọhụrụ_O 356,725_O na_O July_O 1996_O -_O ụgbọala_O njem_O 304,850_O na_O gwongworo_O 15,613_O ._O	ibo
Ọnụ ọgụgụ ndị a na - egosi mmụba dị pasent 13.6 n 'ihe banyere ụgbọala ndị njem na mbelata dị pasent 2.2 n 'ihe banyere gwongworo site na July 1995 .	Ọnụ_O ọgụgụ_O ndị_O a_O na_O -_O egosi_O mmụba_O dị_O pasent_O 13.6_O n_O 'ihe_O banyere_O ụgbọala_O ndị_O njem_O na_O mbelata_O dị_O pasent_O 2.2_O n_O 'ihe_O banyere_O gwongworo_O site_O na_O July_O 1995_O ._O	ibo
Ndebanye aha ọgba tum tum mụbara pasent 32.7 n 'oge ahụ .	Ndebanye_O aha_O ọgba_O tum_O tum_O mụbara_O pasent_O 32.7_O n_O 'oge_O ahụ_O ._O	ibo
Mmụba ahụ bụ n 'akụkụ n' ihi mmụba nke ọnụ ọgụgụ ndị Germany na - azụ ụgbọala ndị Germany ná mba ọzọ , ebe ndị na - emepụta ụgbọala kwuru na ọchịchọ dị n' ime obodo adịghị ike , ka ụlọ ọrụ gọọmenti etiti ahụ kwuru .	Mmụba_O ahụ_O bụ_O n_O 'akụkụ_O n'_O ihi_O mmụba_O nke_O ọnụ_O ọgụgụ_O ndị_O Germany_O na_O -_O azụ_O ụgbọala_O ndị_O Germany_O ná_O mba_O ọzọ_O ,_O ebe_O ndị_O na_O -_O emepụta_O ụgbọala_O kwuru_O na_O ọchịchọ_O dị_O n'_O ime_O obodo_O adịghị_O ike_O ,_O ka_O ụlọ_O ọrụ_O gọọmenti_O etiti_O ahụ_O kwuru_O ._O	ibo
Ihe fọrọ nke nta ka ọ bụrụ ndị na - emepụta ụgbọala na Germany nile gosipụtara mmụba n " ọnụ ọgụgụ ndị e debanyere aha ha n 'akwụkwọ n 'oge ahụ .	Ihe_O fọrọ_O nke_O nta_O ka_O ọ_O bụrụ_O ndị_O na_O -_O emepụta_O ụgbọala_O na_O Germany_O nile_O gosipụtara_O mmụba_O n_O "_O ọnụ_O ọgụgụ_O ndị_O e_O debanyere_O aha_O ha_O n_O 'akwụkwọ_O n_O 'oge_O ahụ_O ._O	ibo
Volkswagen AG nwetara ndebanye aha 77,719 , ihe karịrị otu ụzọ n 'ụzọ anọ nke ngụkọta .	Volkswagen_B-ORG AG_I-ORG nwetara_O ndebanye_O aha_O 77,719_O ,_O ihe_O karịrị_O otu_O ụzọ_O n_O 'ụzọ_O anọ_O nke_O ngụkọta_O ._O	ibo
Opel AG tinyere General Motors bịara n 'ọnọdụ nke abụọ na ndebanye aha 49,269 , pasent 16.4 nke ọnụ ọgụgụ zuru ezu .	Opel_B-ORG AG_I-ORG tinyere_O General_B-ORG Motors_I-ORG bịara_O n_O 'ọnọdụ_O nke_O abụọ_O na_O ndebanye_O aha_O 49,269_O ,_O pasent_O 16.4_O nke_O ọnụ_O ọgụgụ_O zuru_O ezu_O ._O	ibo
Nke atọ bụ Ford nwere ndebanye aha 35,563 , ma ọ bụ pasent 11.7 .	Nke_O atọ_O bụ_O Ford_B-ORG nwere_O ndebanye_O aha_O 35,563_O ,_O ma_O ọ_O bụ_O pasent_O 11.7_O ._O	ibo
Naanị Seat na Porsche nwere ndebanye aha ole na ole na July 1996 ma e jiri ya tụnyere July nke afọ gara aga .	Naanị_O Seat_B-ORG na_O Porsche_B-ORG nwere_O ndebanye_O aha_O ole_O na_O ole_O na_O July_O 1996_O ma_O e_O jiri_O ya_O tụnyere_O July_O nke_O afọ_O gara_O aga_O ._O	ibo
Seat dere ndebanye aha 3,420 ma e jiri ya tụnyere ndebanye aha 5522 na Julaị afọ gara aga .	Seat_B-ORG dere_O ndebanye_O aha_O 3,420_O ma_O e_O jiri_O ya_O tụnyere_O ndebanye_O aha_O 5522_O na_O Julaị_O afọ_O gara_O aga_O ._O	ibo
Ndebanye aha Porsche dara na 554 site na 643 .	Ndebanye_O aha_O Porsche_B-ORG dara_O na_O 554_O site_O na_O 643_O ._O	ibo
Ndị ndọrọndọrọ ọchịchị ndị Gris enyela PM akwụkwọ ndụ akwụkwọ ndụ maka ntuliaka .	Ndị_O ndọrọndọrọ_O ọchịchị_O ndị_O Gris_O enyela_O PM_O akwụkwọ_O ndụ_O akwụkwọ_O ndụ_O maka_O ntuliaka_O ._O	ibo
ATHENS 1996 - 22 Ọgọst	ATHENS_B-LOC 1996_O -_O 22_O Ọgọst_O	ibo
Kọmitii na-ahụ maka ndị ndọrọndọrọ ọchịchị nke ndị Gris nyere praịm minista Costas Simitis akwụkwọ ndụ akwụkwọ ndụ iji kpọọ ntuli aka , odeakwụkwọ ukwu ya bụ Costas Skandalidis gwara ndị nta akụkọ .	Kọmitii_O na-ahụ_O maka_O ndị_O ndọrọndọrọ_O ọchịchị_O nke_O ndị_O Gris_O nyere_O praịm_O minista_O Costas_B-PER Simitis_I-PER akwụkwọ_O ndụ_O akwụkwọ_O ndụ_O iji_O kpọọ_O ntuli_O aka_O ,_O odeakwụkwọ_O ukwu_O ya_O bụ_O Costas_B-PER Skandalidis_I-PER gwara_O ndị_O nta_O akụkọ_O ._O	ibo
Praịm Mịnịsta Costas Simitis ga-eme nkwupụta gọọmentị mgbe nzukọ ndị ọrụ gọọmentị gachara na Tọzdee , ka Skandalidis kwuru .	Praịm_O Mịnịsta_O Costas_B-PER Simitis_I-PER ga-eme_O nkwupụta_O gọọmentị_O mgbe_O nzukọ_O ndị_O ọrụ_O gọọmentị_O gachara_O na_O Tọzdee_O ,_O ka_O Skandalidis_B-PER kwuru_O ._O	ibo
-- Dimitris Kontogiannis , Athens Newsroom + 301 3311812-4	--_O Dimitris_B-PER Kontogiannis_I-PER ,_O Athens_B-ORG Newsroom_I-ORG +_O 301_O 3311812-4_O	ibo
BayerVB na-etinye C $ 100 nde bond afọ isii .	BayerVB_B-ORG na-etinye_O C_O $_O 100_O nde_O bond_O afọ_O isii_O ._O	ibo
LONDON 1996 - 22 Ọgọst	LONDON_B-LOC 1996_O -_O 22_O Ọgọst_O	ibo
Onye isi njikwa Toronto Dominion kwupụtara nkwekọrịta a .	Onye_O isi_O njikwa_O Toronto_B-PER Dominion_I-PER kwupụtara_O nkwekọrịta_O a_O ._O	ibo
BORROWER BAYERISCHE VEREINSBANK	BORROWER_O BAYERISCHE_B-ORG VEREINSBANK_I-ORG	ibo
AMT C $ 100 MLN COUPON 6.625 MATURITY 24.SEP.02	AMT_O C_O $_O 100_O MLN_O COUPON_O 6.625_O MATURITY_O 24.SEP.02_O	ibo
TYPE STRAIGHT ISS PRICE 100.92 ỤBỌCHỊ Ịkwụ Ụgwọ 24.SEP.96	TYPE_O STRAIGHT_O ISS_O PRICE_O 100.92_O ỤBỌCHỊ_O Ịkwụ_O Ụgwọ_O 24.SEP.96_O	ibo
FULL ỤLỌ 1.875 REOFFER 99.32 SPREAD + 20 BP	FULL_O ỤLỌ_O 1.875_O REOFFER_O 99.32_O SPREAD_O +_O 20_O BP_O	ibo
MOODY AA1 Ndepụta LUX PAY FREQ =	MOODY_O AA1_O Ndepụta_O LUX_O PAY_O FREQ_O =_O	ibo
S & P = DENOMS ( K ) 1-10-100 SALE LIMITS US / UK / CA	S_B-ORG &_I-ORG P_I-ORG =_O DENOMS_O (_O K_O )_O 1-10-100_O SALE_O LIMITS_O US_B-LOC /_O UK_B-LOC /_O CA_B-LOC	ibo
NEG PLG Ọ dịghị CRS DEFLT Ọ dịghị FORCE MAJ =	NEG_O PLG_O Ọ_O dịghị_O CRS_O DEFLT_O Ọ_O dịghị_O FORCE_O MAJ_O =_O	ibo
GOVEMENT LAW GERMAN HOME CTRY = TAX PROVS STANDARD Ụkpụrụ ụtụ isi	GOVEMENT_O LAW_O GERMAN_O HOME_O CTRY_O =_O TAX_O PROVS_O STANDARD_O Ụkpụrụ_O ụtụ_O isi_O	ibo
MGT / UND 0.275 SELL CONC 1.60 PRAECIP =	MGT_O /_O UND_O 0.275_O SELL_O CONC_O 1.60_O PRAECIP_O =_O	ibo
AKWỤKWỌ AKWỤKWỌ AKWỤKWỌ AKWỤKWỌ AKWỤKWỌ 7.0 PCT SEPT 2001	AKWỤKWỌ_O AKWỤKWỌ_O AKWỤKWỌ_O AKWỤKWỌ_O AKWỤKWỌ_O 7.0_O PCT_O SEPT_O 2001_O	ibo
AKWỤKWỌ BAYERISCHE VEREINSBANK BỤ Onye Nchịkwa Njikọ	AKWỤKWỌ_O BAYERISCHE_B-ORG VEREINSBANK_I-ORG BỤ_O Onye_O Nchịkwa_O Njikọ_O	ibo
-- Ụlọ akụkọ London + 44 171 542 7658	--_O Ụlọ_B-ORG akụkọ_I-ORG London_I-ORG +_O 44_O 171_O 542_O 7658_O	ibo
Venantius setịpụrụ $ 300 nde January 1999 FRN .	Venantius_B-ORG setịpụrụ_O $_O 300_O nde_O January_O 1999_O FRN_O ._O	ibo
LONDON 1996 - 22 Ọgọst	LONDON_B-LOC 1996_O -_O 22_O Ọgọst_O	ibo
Onye isi njikwa Lehman Brothers International kwupụtara mbipụta nke ọnụego mgbanwe na-esote .	Onye_O isi_O njikwa_O Lehman_B-ORG Brothers_I-ORG International_I-ORG kwupụtara_O mbipụta_O nke_O ọnụego_O mgbanwe_O na-esote_O ._O	ibo
